geoids
51071
51121
51775
51161
54063
51045
51770
51019
51023
51530
51031
51037
51009
51680
51029
51011
54025
51580
51005
51017
51678
51163
54075
51091
51820
51003
51125
51015
51790
51660
54083
54071
54093
51171
51165
54023
54031
54077
24023
54057
24001
54027
42111
42063
42021
42065
42047
42083
51111
51147
51007
51135
51049
51145
51075
51053
51730
51570
51670
51149
51036
51041
51760
51087
51101
51800
51093
51550
51740
51710
51810
51181
51095
51830
51700
51735
51650
51199
51097
51127
51073
51115
51119
51103
51131
51540
51065
51109
51079
51113
51137
51047
51085
51033
51177
51630
51179
24017
51099
51157
51139
51061
51187
51840
51069
51043
51683
51153
51685
51600
51059
51510
51013
51107
11001
51610
24031
51159
51057
51193
51133
24037
24039
51001
24019
24045
24033
24009
24027
24003
24041
24011
24035
24029
10001
24047
10005
54065
54037
54003
24043
42009
42057
24021
24013
42055
42001
42061
42013
42041
42067
42087
42099
24510
24005
24025
42133
24015
10003
42029
42043
42075
42071
42011
42107
42033
42027
42023
42109
42119
42035
42081
36003
42105
36101
42117
42097
42093
42037
42113
42025
42131
42079
42069
42015
36015
36107
36007
42115
42127
36025
36051
36069
36123
36097
36109
36011
36023
36017
36067
36053
36077
36095
36065
36043
