county_fips,predicted_barns,predicted_barn_area,total_agcensus_facilities,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (1 TO 49 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (50 TO 99 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (100 TO 399 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (400 TO 3,199 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (3,200 TO 9,999 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (10,000 TO 19,999 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (20,000 TO 49,999 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (50,000 TO 99,999 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (100,000 OR MORE HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 1 head","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 50 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 100 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 400 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 3,200 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 10,000 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 20,000 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 50,000 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 100,000 heads"
31111,211,417138.24702694017,78.0,65.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
48265,183,296776.3870961497,188.0,139.0,12.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,158.0,19.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0
31117,32,52877.773315363425,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46069,54,80877.09993579761,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48259,118,216966.59280762536,297.0,195.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
48031,88,148407.8964043179,139.0,116.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
01003,184,284533.77797482396,125.0,87.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,11.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
01059,606,1516531.5363264657,144.0,45.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,54.0,9.0,6.0,6.0,6.0,4.0,2.0,1.0,0.0
08057,4,7209.622475917087,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19131,416,572311.0638016056,96.0,51.0,5.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,65.0,14.0,9.0,8.0,7.0,7.0,5.0,0.0,0.0
20019,30,43009.3806580252,38.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26121,13,21037.211017718557,161.0,105.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,117.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
35031,262,538366.8340140963,294.0,166.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
46033,114,216913.97351030385,61.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48111,510,954542.806707529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29055,17,26885.15692688796,95.0,74.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05037,67,103242.45491196362,15.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
06103,97,234265.66998989822,193.0,147.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,164.0,17.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
06105,17,29977.697550388555,76.0,53.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16063,108,183928.96004235942,41.0,31.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
18137,20,29631.837566220423,134.0,97.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20081,20,32141.06534285178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20111,65,119180.14938376442,76.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17139,73,104727.69813888437,62.0,43.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
28115,18,36352.77014010635,93.0,52.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29061,60,99799.32156019246,105.0,70.0,10.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,84.0,14.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0
37151,791,1692241.4216839387,280.0,104.0,17.0,12.0,0.0,0.0,1.0,13.0,4.0,0.0,151.0,47.0,30.0,18.0,18.0,18.0,17.0,4.0,0.0
39045,28,38074.73162765126,184.0,111.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
40059,24,34072.153280579165,23.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48329,370,679934.378786273,87.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54091,4,4709.726524588033,110.0,90.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48021,107,169605.06662003748,329.0,219.0,29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,261.0,42.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
48095,415,671652.9203682523,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51685,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51570,1,2080.6138713811015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18005,20,30223.046303814866,70.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18031,67,119708.69278957591,46.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19023,179,263790.5853456931,85.0,44.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
20073,192,290976.6296590218,35.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17049,48,77982.17518470762,83.0,76.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19123,392,553676.734738656,63.0,37.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,15.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0
26155,33,72604.84930500422,212.0,133.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31185,161,268406.52069822804,18.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
26165,23,34140.45250624133,76.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38103,44,68512.32473945901,19.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
39147,68,103457.02252605405,104.0,64.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,16.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
39171,62,122847.84536794509,73.0,53.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
31101,48,72691.4479902017,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48125,48,59996.44568726413,24.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36049,41,74313.13084525503,118.0,80.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
54047,12,17589.065649287793,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39143,33,46992.97295458485,68.0,47.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
40011,76,111758.71703578375,53.0,38.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
35011,108,199831.67978454314,21.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48417,139,196562.03824780934,18.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48235,671,1066298.6539452127,22.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
55073,96,150307.47484065656,389.0,275.0,18.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,306.0,31.0,13.0,4.0,1.0,1.0,0.0,0.0,0.0
72041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54067,18,25893.66129948503,76.0,47.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
55107,48,58044.11879744804,103.0,65.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
72045,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31081,174,350859.65442681225,45.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31005,38,55985.85942402,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48163,114,163128.99798342263,55.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72151,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49031,24,91376.5253597511,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55119,34,54705.65818338023,163.0,114.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
72083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31171,42,91755.76615926078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01061,573,1472811.3941565948,120.0,29.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,40.0,11.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0
08017,108,179584.63841595664,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20091,70,102745.53935682769,105.0,77.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
30067,4,13481.009730565416,107.0,73.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
31029,140,251259.26353133807,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41015,147,240529.16672716485,37.0,29.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
42077,232,322855.2736747435,92.0,46.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,65.0,19.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0
42023,92,188246.41059473102,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48075,42,82202.68067887593,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01057,68,141432.70774378587,58.0,34.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
06069,73,139244.2578630673,74.0,63.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
31011,131,262027.96785176508,15.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51840,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46039,34,62783.202981407536,41.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
48441,162,326169.112818051,187.0,119.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
51157,3,2872.7474672182584,86.0,50.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
20181,17,24724.72486485541,24.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19073,209,331325.8920428768,55.0,39.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
28101,398,851147.7087485569,154.0,62.0,3.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,75.0,13.0,10.0,8.0,8.0,8.0,5.0,0.0,0.0
41023,24,34822.98973500367,70.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
08007,6,8040.368023531621,35.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16021,55,89549.20908649435,65.0,43.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20183,33,57942.47969999551,24.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
29181,7,19809.83757460634,48.0,37.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,41.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0
36099,11,12823.584565141759,133.0,75.0,8.0,10.0,4.0,0.0,1.0,1.0,0.0,0.0,99.0,24.0,16.0,6.0,2.0,2.0,1.0,0.0,0.0
41033,90,150169.97727104134,239.0,183.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,194.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
47111,57,124221.76494675384,165.0,104.0,4.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,116.0,12.0,8.0,3.0,3.0,3.0,3.0,0.0,0.0
13117,102,200749.7155269432,72.0,20.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,31.0,11.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0
13255,14,28109.844532306655,58.0,28.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
19105,70,136977.70849482526,73.0,49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19101,58,82826.14418995676,52.0,39.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,45.0,6.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0
26129,7,6966.135580605391,63.0,38.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
27083,106,192586.42071158733,31.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29109,328,693461.24015171,215.0,147.0,6.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,159.0,12.0,6.0,4.0,4.0,4.0,3.0,1.0,0.0
