county_fips,predicted_barns,predicted_barn_area,total_agcensus_facilities,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (1 TO 49 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (50 TO 99 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (100 TO 399 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (400 TO 3,199 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (3,200 TO 9,999 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (10,000 TO 19,999 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (20,000 TO 49,999 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (50,000 TO 99,999 HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY: (100,000 OR MORE HEAD)","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 1 head","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 50 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 100 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 400 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 3,200 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 10,000 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 20,000 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 50,000 heads","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY >= 100,000 heads"
28003,23,32272.60873660887,72.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29035,15,30467.320695181203,23.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18071,66,125690.24035488827,78.0,53.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,10.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
40009,41,87977.11752132182,72.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48429,151,167470.09060981244,68.0,48.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48341,166,293729.88950368454,23.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20025,31,58594.1837471257,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38075,15,14832.299006361043,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29159,309,699466.9665696233,171.0,82.0,6.0,0.0,0.0,0.0,8.0,18.0,4.0,0.0,118.0,36.0,30.0,30.0,30.0,30.0,22.0,4.0,0.0
18053,20,25500.862627709354,74.0,43.0,8.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,59.0,16.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0
31075,32,49921.71209682712,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47113,24,32728.874379952762,48.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51670,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20131,67,78275.83982618521,36.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27119,228,415834.48740757833,70.0,39.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
46073,21,45621.826432577625,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48249,378,552871.2124201995,162.0,122.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
02185,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18013,14,27359.916691323964,54.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30029,192,389625.90054412297,204.0,140.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,153.0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
42047,56,103072.61212399745,70.0,50.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
16067,62,111226.00124514627,67.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20033,14,21455.65427476058,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40083,20,28491.50964438581,217.0,158.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
48255,257,377065.13837525557,123.0,97.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17201,52,73665.9736555266,113.0,81.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
35003,181,391649.6490724493,32.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17187,96,220193.9828801262,77.0,64.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
18107,76,129769.30033110666,49.0,28.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,44.0,16.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
30007,0,0.0,66.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38093,49,70309.13320789552,43.0,27.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
48143,237,485527.5003898015,343.0,254.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20069,51,73410.22972594111,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49037,142,286931.24460403237,158.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17021,104,178497.4100812723,22.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20189,101,144299.35071536098,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
23003,295,481514.3771207134,173.0,80.0,15.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,107.0,27.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
01123,104,236305.66997149325,31.0,22.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
27009,57,188672.54752921127,133.0,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46085,135,245869.3714813444,16.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51590,14,29629.561448134307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19099,115,178685.0122337302,62.0,45.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20075,52,104320.75027124137,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29001,9,19820.724109798866,97.0,58.0,6.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,69.0,11.0,5.0,3.0,3.0,2.0,1.0,0.0,0.0
13081,62,104613.54589734826,15.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28009,30,56898.72539139208,27.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48227,347,608934.7728263008,37.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21065,9,15982.024945078803,65.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51610,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29199,11,22811.52181170238,60.0,34.0,0.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,45.0,11.0,11.0,6.0,6.0,6.0,2.0,0.0,0.0
02158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13243,11,11605.656312747733,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18041,13,35936.74992098068,38.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48179,73,146575.92622536715,54.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48239,191,379842.19191100524,58.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38009,20,20423.116091969543,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60040,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17007,56,72971.20910858901,78.0,45.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
38019,12,15225.98461852867,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60050,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01099,112,198283.19471834542,38.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24001,17,24090.817090357195,67.0,47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28043,5,4878.27223245912,22.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
28079,702,1617484.041587181,155.0,46.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,56.0,10.0,8.0,8.0,8.0,7.0,5.0,1.0,0.0
29063,14,20787.01533567076,60.0,46.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29129,290,306008.5256504268,37.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31061,33,50296.9902179019,35.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31099,141,275277.0318822081,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28105,33,69125.46645091439,42.0,32.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
29049,16,22547.742832197713,82.0,69.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
72021,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72055,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28099,598,1392498.0599184958,186.0,46.0,5.0,6.0,0.0,0.0,2.0,11.0,0.0,0.0,70.0,24.0,19.0,13.0,13.0,13.0,11.0,0.0,0.0
08003,23,31578.05189698016,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12059,140,237296.85336785042,100.0,76.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
53037,119,211810.58561270803,198.0,151.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,153.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
12117,16,15802.079161352167,94.0,60.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,74.0,14.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
13275,74,137143.9069868875,27.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28013,2,2682.853256337685,40.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46049,81,128077.08310275388,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46089,66,112238.01682281609,13.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
28041,150,324962.78881138476,83.0,41.0,13.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,59.0,18.0,5.0,5.0,5.0,4.0,2.0,0.0,0.0
72115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72099,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27111,189,501944.70670524205,219.0,153.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
28057,82,90938.05429511545,30.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29071,9,8407.425707941595,275.0,212.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,221.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
17141,195,379108.721219756,107.0,80.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
39051,101,203880.01192485593,78.0,53.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
51640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47017,10,10091.849879262496,110.0,79.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20085,69,83050.12217290532,106.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20095,21,48952.27584551987,38.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45009,33,100007.69576650043,29.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31163,61,115458.6082876945,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04005,269,492214.06010840955,333.0,219.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28113,139,341604.4851787666,89.0,47.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,60.0,13.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
29139,3,2439.7770735541017,72.0,53.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
02188,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20185,10,13823.601182973269,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17105,240,419784.5979863747,66.0,38.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
16037,161,337012.8970029845,31.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48381,203,376005.6294385235,119.0,97.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48445,134,260791.84434274715,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39157,136,313315.3594703016,299.0,171.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
39059,72,141235.2879713388,138.0,92.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13165,31,48851.66541669794,24.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
72105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16085,43,83015.17474811336,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31175,35,72683.94234752955,23.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20137,62,98075.42656644616,11.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29047,52,100006.81055594128,45.0,34.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
18157,68,99906.3279291466,92.0,62.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18093,49,95307.75320909827,106.0,79.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48083,228,393707.10057082406,93.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08101,129,208374.7054952514,202.0,164.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
48431,474,679096.6001352749,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48461,454,704208.0422843712,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48495,363,651345.0197890957,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48319,75,168542.8430161901,53.0,46.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
48169,126,224213.54011749398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48263,59,96757.28411435887,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48433,21,28716.530625362917,15.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48207,121,228155.7353916344,50.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48183,34,47433.42329490149,88.0,59.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48449,309,639448.0743260012,152.0,84.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
31067,121,251966.7332067111,98.0,68.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,80.0,12.0,10.0,4.0,4.0,4.0,3.0,3.0,3.0
48343,175,396840.74221434025,52.0,29.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31059,141,249946.07881313484,15.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36033,28,41983.911757023416,141.0,74.0,8.0,16.0,1.0,0.0,0.0,4.0,0.0,0.0,103.0,29.0,21.0,5.0,4.0,4.0,4.0,0.0,0.0
36093,5,5002.76970633893,26.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36035,6,11362.677704260792,24.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
40069,102,203590.41133218288,104.0,82.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
40123,83,118376.93467553888,288.0,205.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
39009,23,24024.399064021727,136.0,92.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
29141,365,860400.7776591089,224.0,129.0,12.0,2.0,7.0,3.0,5.0,3.0,2.0,0.0,163.0,34.0,22.0,20.0,13.0,10.0,5.0,2.0,0.0
46067,131,263512.30551855697,48.0,25.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
29043,13,15805.363572103313,98.0,77.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,96.0,19.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
42131,21,41839.66432383442,64.0,53.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13099,66,107736.46507047313,27.0,13.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
27121,37,77868.79142154026,46.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28035,83,212442.66676939224,59.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40127,31,43959.81488744599,154.0,95.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,106.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
16059,185,360733.16870568856,82.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27001,22,40041.17238407712,107.0,59.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
48503,71,94220.19290812737,107.0,66.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20049,101,182554.06258908962,15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
